train_points,gpu_memory,time,train_mse_max,train_mse_tot,train_mse_avg,test_mse_noisy_max,test_mse_noisy_tot,test_mse_noisy_avg,train_mape_max,train_mape_tot,train_mape_avg,test_mape_noisy_max,test_mape_noisy_tot,test_mape_noisy_avg,test_mape_exact_max,test_mape_exact_tot,test_mape_exact_avg,test_mape_exact_uncorrected_max,test_mape_exact_uncorrected_tot,test_mape_exact_uncorrected_avg
11000,1.6180419921875,0.5122663974761963,5.7920651670428924e-06,866995732480.0,1.907394135969298e-07,8.695992619323079e-06,1317751750656.0,2.327111445765695e-07,0.0060959383845329285,0.010607843287289143,0.005803367123007774,0.006159575656056404,0.01080507691949606,0.005964098032563925,0.006159575656056404,0.01080507691949606,0.005964098032563925,0.006184631492942572,0.010874493978917599,0.005982826463878155
12000,1.6180419921875,0.5071048736572266,5.244452950137202e-06,697269223424.0,1.7688745401756023e-07,7.707114491495304e-06,1118850908160.0,2.2453093606600305e-07,0.006076169200241566,0.010506981052458286,0.0057006459683179855,0.00615215627476573,0.010705838911235332,0.005859414581209421,0.00615215627476573,0.010705838911235332,0.005859414581209421,0.006195919122546911,0.010785955004394054,0.005891083274036646
13000,1.6180419921875,0.5147533416748047,5.43681835551979e-06,661800222720.0,1.822386934691167e-07,6.28572979621822e-06,660236271616.0,1.755160639049791e-07,0.006079566199332476,0.010613678023219109,0.005706022027879953,0.0061637903563678265,0.010765382088720798,0.005838397890329361,0.0061637903563678265,0.010765382088720798,0.005838397890329361,0.006199941039085388,0.010768131352961063,0.005845435429364443
14000,1.6180419921875,0.5314385890960693,5.194434834265849e-06,636539633664.0,1.7609015401376382e-07,7.134358384064399e-06,754772082688.0,1.9435795195477112e-07,0.006007383111864328,0.010456835851073265,0.005636489950120449,0.006088547874242067,0.010615547187626362,0.005734233185648918,0.006088547874242067,0.010615547187626362,0.005734233185648918,0.006131375674158335,0.010631009936332703,0.005747529678046703
15000,1.6180419921875,0.5616531372070312,5.085138582217041e-06,612238950400.0,1.7296954979428847e-07,6.773806944693206e-06,717098254336.0,1.920489722806451e-07,0.006008743774145842,0.010506097227334976,0.005620476324111223,0.006087619811296463,0.010647722519934177,0.005695243366062641,0.006087619811296463,0.010647722519934177,0.005695243366062641,0.0061246794648468494,0.010674115270376205,0.005704795941710472
16000,1.6180419921875,0.5528666973114014,4.780265044246335e-06,594015617024.0,1.6383940248942963e-07,6.276083240663866e-06,749467926528.0,1.896164292247704e-07,0.005988231860101223,0.0103845726698637,0.005644365679472685,0.006052563898265362,0.010546758770942688,0.005710790865123272,0.006052563898265362,0.010546758770942688,0.005710790865123272,0.006090959999710321,0.010577009990811348,0.005716165527701378
17000,1.6180419921875,0.5839476585388184,4.886051101493649e-06,606054318080.0,1.6043021844325267e-07,6.056186066416558e-06,710222544896.0,1.7316004630174575e-07,0.005972919054329395,0.010348644107580185,0.0055825053714215755,0.006052035838365555,0.01054599042981863,0.005660930648446083,0.006052035838365555,0.01054599042981863,0.005660930648446083,0.0060880533419549465,0.010553748346865177,0.005663793534040451
18000,1.6180419921875,0.6054186820983887,4.670926045946544e-06,597044625408.0,1.5342668291395967e-07,5.929020971962018e-06,729403162624.0,1.745643487538473e-07,0.005918913520872593,0.010392103344202042,0.005603615660220385,0.006009613163769245,0.010596659034490585,0.005693384446203709,0.006009613163769245,0.010596659034490585,0.005693384446203709,0.006051632575690746,0.010610420256853104,0.005694608204066753
19000,1.6180419921875,0.6352901458740234,4.598173291014973e-06,581720997888.0,1.515625314141289e-07,6.080317689338699e-06,695160799232.0,1.7412037323083496e-07,0.005944523960351944,0.010381495580077171,0.005606571212410927,0.006038771942257881,0.01053853053599596,0.005675419233739376,0.006038771942257881,0.01053853053599596,0.005675419233739376,0.006083567161113024,0.010544286109507084,0.005677164997905493
20000,1.6186930338541667,0.6382901668548584,4.4834673644800205e-06,583560921088.0,1.502435367228827e-07,5.917398084420711e-06,688278732800.0,1.7322956580301252e-07,0.005946753546595573,0.010385395959019661,0.005591471679508686,0.006025214679539204,0.010555213317275047,0.00565599137917161,0.006025214679539204,0.010555213317275047,0.00565599137917161,0.006093380507081747,0.010563467629253864,0.005659639835357666
