0,5,10,15,20,25,30
1.0228193754359974e-14,3.7028656115014518,7.497792804475703,11.427250074492251,15.530929664952971,19.847004769037053,24.422709409612946
1.1166863696519722e-14,3.9128571949575233,7.854627780475725,11.86444938705054,15.98146163407951,20.254437258375695,24.713919319413417
1.1525374142322049e-14,3.85581250067476,7.772285533918819,11.787657391392077,15.938573352468932,20.26672847842799,24.80640089285153
1.4239492907085575e-14,3.9213929533845726,7.8970925776499765,11.965446022477098,16.164099160364458,20.536827794874572,25.123855733143426
1.2078393607700506e-14,3.9833497734439685,7.9969160806448,12.0795672159121,16.2721213280061,20.61609047300045,25.150420177736205
1.2650094341271482e-14,4.0208294660294825,8.055063235487504,12.141976942065853,16.322420145992105,20.635161907227392,25.11927305354173
1.1468161267888661e-14,3.978334230054926,7.975778942452512,12.033123382769485,16.192172171006256,20.49338464917652,24.977963366265627
1.2506742362116738e-14,3.9623132232321403,7.955724540949166,12.021926808828358,16.201303285419772,20.534459679403618,25.060622449364743
1.1967391178768458e-14,3.9739203188771763,7.990144696169546,12.090873463120042,16.317449076176995,20.709568009890038,25.306728863020616
1.1072513559704489e-14,3.933787853206382,7.907839923986006,11.963300811729304,16.139799866731046,20.475984066275768,25.00989762553451
1.093526395871955e-14,3.9301165027414875,7.9059134983191175,11.969893238078347,16.16199479036173,20.521376988260677,25.085214818913865
1.209092575725021e-14,3.914474176446372,7.862328055833327,11.886392704774314,16.025942594647187,20.319592872574034,24.804080308094804
1.2135211411491067e-14,3.918480814876736,7.870561982008723,11.899183975084986,16.043355364284107,20.341099425049336,24.82913849001962
1.1401006158562931e-14,3.877853064783428,7.789093732906917,11.775516224295203,15.87527248095482,20.126117308913667,24.563188881134653
1.0824310368908128e-14,3.8768548434984043,7.7893408002454745,11.779470957513473,15.884545796746362,20.142325032386008,24.588440988547923
1.0531863392557464e-14,3.8849158462249083,7.8145642178199095,11.831716376308975,15.973326456114002,20.2769363168842,24.778803202925946
1.0460669575778762e-14,3.8713241655337667,7.789648686580798,11.79709592321104,15.931135795065673,20.228766545593885,24.725984782011437
1.020349033391426e-14,3.883608948457392,7.814868229172518,11.835540367345503,15.983043078778136,20.295012547435725,24.807609510794443
9.977091666443116e-15,3.8976280707691617,7.84511925938316,11.884176564999512,16.052918532604505,20.388363845430998,24.927113794735412
1.0134513438707139e-14,3.8977583083976053,7.8444395806724705,11.88183155309916,16.047879950764045,20.379751222907522,24.913874460800354
1.1699998736031053e-14,3.9081238461155974,7.862077471075314,11.904091265082291,16.072193094064275,20.403308359509936,24.93432982909561
1.1538808619438746e-14,3.9321955719644994,7.909328779962962,11.973948892719017,16.164294245735096,20.5178367476805,25.07121828808321
1.1381258056225597e-14,3.93546146563181,7.919912359636825,11.996627286814201,16.20388654014808,20.57937566533377,25.159741673954212
1.1209108649674446e-14,3.913624877939402,7.8730575624335,11.921176084125594,16.09611229509135,20.435017342710317,24.973902111056532
1.1131890416869384e-14,3.8980408606937895,7.83580741022058,11.855566135198343,15.995153424409207,20.29133038810386,24.78013346015531
1.1570127106902082e-14,3.908802010830898,7.8573114047298915,11.888259432014193,16.039884004380028,20.34916965341683,24.852562929947357
1.16556146719635e-14,3.907698542543155,7.858379169527141,11.894696376273414,16.055133507843706,20.376190593802274,24.894203576542708
1.1841822814919619e-14,3.9387396035057773,7.91943706017266,11.98481612997292,16.17374936403808,20.52292495464638,25.069255697703635
1.1670105999907822e-14,3.9517277941396998,7.946803024380111,12.02808795773022,16.234645513069136,20.603613501797856,25.171959127915848
1.2084303482392726e-14,3.9473112511391704,7.938650737528297,12.016906780707114,16.221241898473,20.589460545002034,25.158092857547164
1.1915230631067389e-14,3.9524412236530684,7.954012604336916,12.047881941756785,16.2739826139751,20.670346941562144,25.274843763383366
1.2393106711007335e-14,3.971887614064901,7.993614003407518,12.108266779137875,16.355917006985887,20.774535616165906,25.402127223518278
1.247754718597598e-14,3.969149690895636,7.9865588598205335,12.095106657920942,16.335219493501057,20.745312069432558,25.362926087775982
1.2417489846104605e-14,3.9775444669057416,8.002741424663244,12.11850677962904,16.36530478716602,20.781626055128278,25.404930598478103
1.2272037941017258e-14,3.9743859542546147,7.996993561526075,12.110582099234387,16.35574415855975,20.770797244262486,25.393095951122536
1.2738517428996037e-14,3.9808918735281846,8.010576997521342,12.131865037568135,16.385527113663453,20.810019261254613,25.442616169599248
1.2807604862019959e-14,3.9869564567244984,8.020037204527442,12.14230672015132,16.394469195353462,20.815372342532594,25.442460267159777
1.2656792869126213e-14,3.9897319696942595,8.023508951800702,12.144380501894195,16.392961678777493,20.80857802958353,25.428302937591702
1.2493444641629691e-14,3.9933051555649386,8.029784407278385,12.152511721449102,16.402416761947617,20.818980191976358,25.439662716837493
1.2441812886707487e-14,3.994085876262818,8.031962341097303,12.156346708835606,16.40782546789629,20.82558927184419,25.446904541001615
