0,5,10,15,20,25,30
5.745425469629139e-14,3.7028656115014797,7.497792804475729,11.427250074492314,15.530929664953003,19.847004769037042,24.422709409612906
5.86479698167637e-14,3.9128571949575317,7.854627780475727,11.864449387050566,15.98146163407953,20.254437258375706,24.713919319413414
5.773796061946948e-14,3.855812500674754,7.772285533918817,11.787657391392074,15.938573352468943,20.26672847842798,24.80640089285149
5.806616292677593e-14,3.9213929533845775,7.8970925776499765,11.965446022477101,16.164099160364465,20.53682779487456,25.123855733143387
5.845352152498105e-14,3.983349773443979,7.996916080644814,12.079567215912098,16.272121328006097,20.616090473000423,25.15042017773616
5.705673203395743e-14,4.020829466029492,8.055063235487516,12.141976942065844,16.32242014599209,20.635161907227364,25.11927305354168
5.723703351255546e-14,3.9783342300549354,7.975778942452523,12.033123382769478,16.19217217100625,20.493384649176484,24.97796336626558
5.81028941719818e-14,3.962313223232151,7.955724540949172,12.02192680882835,16.201303285419772,20.534459679403586,25.06062244936469
5.879610060481276e-14,3.9739203188771826,7.990144696169548,12.090873463120033,16.31744907617699,20.70956800989001,25.306728863020567
5.93072442998343e-14,3.9337878532063915,7.907839923986007,11.963300811729301,16.13979986673104,20.475984066275753,25.00989762553446
5.949134347985745e-14,3.930116502741496,7.905913498319118,11.969893238078347,16.16199479036172,20.521376988260663,25.085214818913816
5.941519370579777e-14,3.914474176446382,7.862328055833332,11.886392704774318,16.025942594647184,20.319592872574027,24.80408030809476
5.981206214326552e-14,3.918480814876747,7.870561982008728,11.899183975084988,16.0433553642841,20.34109942504932,24.829138490019588
6.009902831076847e-14,3.8778530647834395,7.789093732906921,11.775516224295204,15.875272480954813,20.126117308913653,24.563188881134614
6.029758009700076e-14,3.8768548434984145,7.789340800245473,11.779470957513473,15.884545796746352,20.142325032385994,24.588440988547887
5.986295148832732e-14,3.88491584622492,7.814564217819905,11.83171637630897,15.973326456113995,20.276936316884186,24.778803202925907
6.00004498892422e-14,3.871324165533778,7.789648686580798,11.797095923211037,15.931135795065668,20.228766545593878,24.725984782011395
5.964905368641582e-14,3.8836089484574026,7.814868229172517,11.835540367345502,15.983043078778131,20.295012547435718,24.807609510794403
5.933954117387689e-14,3.8976280707691706,7.845119259383158,11.884176564999507,16.052918532604497,20.38836384543099,24.927113794735373
5.876453514708476e-14,3.897758308397615,7.8444395806724705,11.88183155309916,16.04787995076404,20.37975122290751,24.91387446080032
5.856858158664124e-14,3.908123846115609,7.862077471075314,11.904091265082293,16.072193094064268,20.403308359509932,24.93432982909558
5.826655160907141e-14,3.9321955719645105,7.9093287799629595,11.97394889271902,16.16429424573509,20.517836747680494,25.07121828808317
5.844109441953216e-14,3.9354614656318185,7.919912359636822,11.996627286814201,16.203886540148073,20.579375665333767,25.159741673954176
5.85817838455881e-14,3.9136248779394105,7.8730575624334955,11.921176084125594,16.096112295091345,20.435017342710307,24.9739021110565
5.884283681316181e-14,3.8980408606937993,7.835807410220576,11.855566135198343,15.995153424409203,20.29133038810385,24.780133460155284
5.887019344776133e-14,3.9088020108309043,7.857311404729884,11.888259432014193,16.039884004380024,20.349169653416823,24.852562929947318
5.896768322040889e-14,3.9076985425431623,7.858379169527134,11.894696376273407,16.055133507843696,20.376190593802264,24.894203576542672
5.880985233087183e-14,3.9387396035057836,7.919437060172653,11.984816129972915,16.17374936403807,20.52292495464637,25.069255697703596
5.898409022432487e-14,3.951727794139706,7.946803024380103,12.028087957730216,16.234645513069125,20.60361350179785,25.171959127915816
5.89626661416452e-14,3.947311251139175,7.938650737528288,12.016906780707105,16.22124189847299,20.589460545002026,25.15809285754712
5.907133110473451e-14,3.952441223653073,7.954012604336907,12.04788194175678,16.273982613975083,20.670346941562133,25.274843763383327
5.909929665099073e-14,3.971887614064904,7.993614003407508,12.108266779137866,16.355917006985877,20.774535616165895,25.40212722351824
5.924242503607285e-14,3.9691496908956396,7.986558859820522,12.095106657920935,16.335219493501043,20.745312069432543,25.36292608777594
5.933062284398056e-14,3.977544466905742,8.002741424663231,12.118506779629035,16.365304787166007,20.781626055128267,25.40493059847806
5.917494341272172e-14,3.9743859542546125,7.99699356152606,12.11058209923438,16.35574415855973,20.770797244262475,25.39309595112249
5.946426128593642e-14,3.980891873528183,8.010576997521328,12.131865037568122,16.385527113663436,20.8100192612546,25.4426161695992
5.929691308522475e-14,3.986956456724496,8.020037204527428,12.142306720151307,16.394469195353444,20.815372342532577,25.44246026715974
5.927469801210423e-14,3.989731969694257,8.023508951800688,12.144380501894183,16.392961678777475,20.808578029583515,25.428302937591656
5.939494675510414e-14,3.9933051555649386,8.029784407278374,12.152511721449088,16.4024167619476,20.818980191976337,25.439662716837454
5.949383915645647e-14,3.994085876262818,8.031962341097291,12.156346708835594,16.407825467896274,20.82558927184417,25.446904541001576
